web-scraper-order,web-scraper-start-url,coctail-preview,coctail-preview-href,ingredient,ingredient amount,tool,tool-amount,coctail,recipe-steps,coctail-description,image
"1585859616-430","https://ru.inshaker.com/cocktails?random_page=2000","Бочонок с медом","https://ru.inshaker.com/cocktails/207-bochonok-s-medom","[{""ingredient"":""Шотландский виски""},{""ingredient"":""Яблочный ликер зеленый BOLS""},{""ingredient"":""Лимонный сок""},{""ingredient"":""Мед""},{""ingredient"":""Молотая корица""}]","[{""ingredient amount"":""15""},{""ingredient amount"":""15""},{""ingredient amount"":""15""},{""ingredient amount"":""20""},{""ingredient amount"":""1""}]","[{""tool"":""Стопка""},{""tool"":""Коктейльная ложка""},{""tool"":""Пресс для цитрусовых""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""}]","Бочонок с медом","[{""recipe-steps"":""Сделай на стопке окаемку из меда""},{""recipe-steps"":""Налей мед 15 мл""},{""recipe-steps"":""Используя коктейльную ложку, уложи слой яблочного ликера зеленого 15 мл""},{""recipe-steps"":""Добавь щепотку молотой корицы""},{""recipe-steps"":""Уложи слоями лимонный сок 15 мл и шотландский виски 15 мл""},{""recipe-steps"":""Облизни медовую окаемку и выпей коктейль""}]","Вам нравятся шоты? Тогда попробуйте этот пряный коктейль на основе виски, алкогольный и крепкий.","background-image: url(""/uploads/cocktail/promo/207/1542205158-Barrel-with-Honey-_promo.jpg"");"
"1585860726-908","https://ru.inshaker.com/cocktails?random_page=2000","Гранд'О","https://ru.inshaker.com/cocktails/1103-grand-o","[{""ingredient"":""Ликер драй оранж BOLS""},{""ingredient"":""Сахарный сироп""},{""ingredient"":""Апельсиновый сок""},{""ingredient"":""Лаймовый сок""},{""ingredient"":""Содовая""},{""ingredient"":""Лед в кубиках""}]","[{""ingredient amount"":""50""},{""ingredient amount"":""5""},{""ingredient amount"":""50""},{""ingredient amount"":""15""},{""ingredient amount"":""50""},{""ingredient amount"":""180""}]","[{""tool"":""Хайбол""},{""tool"":""Джиггер""},{""tool"":""Коктейльная ложка""},{""tool"":""Трубочки""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""2""}]","Гранд'О","[{""recipe-steps"":""Наполни хайбол кубиками льда доверху""},{""recipe-steps"":""Налей сахарный сироп 5 мл, лаймовый сок 15 мл и апельсиновый сок 50 мл""},{""recipe-steps"":""Добавь ликер Драй Оранж 50 мл""},{""recipe-steps"":""Долей содовую доверху и аккуратно размешай коктейльной ложкой""}]","Вам нравятся физзы? Тогда попробуйте этот слабоалкогольный цитрусовый коктейль на основе ликера.","background-image: url(""/uploads/cocktail/promo/1103/1554894123-Grand_O-Promo.jpg"");"
"1585860176-659","https://ru.inshaker.com/cocktails?random_page=2000","Латинская грудь","https://ru.inshaker.com/cocktails/1226-latinskaya-grud","[{""ingredient"":""Серебряная текила""},{""ingredient"":""Шартрез биттер""},{""ingredient"":""Домашний сироп маракуйи с кориандром""},{""ingredient"":""Маракуйя""},{""ingredient"":""Перец чили""},{""ingredient"":""Кориандр""},{""ingredient"":""Лед в кубиках""}]","[{""ingredient amount"":""50""},{""ingredient amount"":""2""},{""ingredient amount"":""25""},{""ingredient amount"":""20""},{""ingredient amount"":""15""},{""ingredient amount"":""1""},{""ingredient amount"":""200""}]","[{""tool"":""Бокал сауэр""},{""tool"":""Джиггер""},{""tool"":""Шейкер""},{""tool"":""Стрейнер""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""}]","Латинская грудь","[{""recipe-steps"":""Налей в шейкер домашний сироп маракуйи с кориандром 25 мл и серебряную текилу 50 мл""},{""recipe-steps"":""Добавь биттер шартрез 2 дэш""},{""recipe-steps"":""Наполни шейкер кубиками льда и тщательно взбей""},{""recipe-steps"":""Перелей через стрейнер в охлажденный бокал сауэр""},{""recipe-steps"":""Укрась половинкой перца чили, четвертинкой маракуйи и листиком кориандра""}]","Вам нравятся шорты? Тогда попробуйте этот пряный и тропический коктейль на основе текилы, алкогольный и крепкий.","background-image: url(""/uploads/cocktail/promo/1226/1542205590-Latin_chest_960_600.jpg"");"
"1585859881-525","https://ru.inshaker.com/cocktails?random_page=2000","Мицубиши","https://ru.inshaker.com/cocktails/614-mitsubishi","[{""ingredient"":""Серебряная текила""},{""ingredient"":""Дынный ликер BOLS""},{""ingredient"":""Сахарный сироп""},{""ingredient"":""Лимонный сок""},{""ingredient"":""Корень имбиря""}]","[{""ingredient amount"":""20""},{""ingredient amount"":""20""},{""ingredient amount"":""5""},{""ingredient amount"":""5""},{""ingredient amount"":""5""}]","[{""tool"":""Стопка""},{""tool"":""Мадлер""},{""tool"":""Стрейнер""},{""tool"":""Стакан для смешивания""},{""tool"":""Пресс для цитрусовых""},{""tool"":""Джиггер""},{""tool"":""Коктейльная ложка""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""}]","Мицубиши","[{""recipe-steps"":""Положи в стакан для смешивания дольку корня имбиря и налей сахарный сироп 5 мл""},{""recipe-steps"":""Добавь лимонный сок 5 мл и подави мадлером""},{""recipe-steps"":""Перелей через стрейнер в стопку получившийся имбирный микс""},{""recipe-steps"":""Используя коктейльную ложку, уложи слоями дынный ликер 20 мл и серебряную текилу 20 мл""}]","Вам нравятся шоты? Тогда попробуйте этот пряный коктейль на основе текилы, алкогольный и крепкий.","background-image: url(""/uploads/cocktail/promo/614/1542205371-Mitsubishi-_promo.jpg"");"
"1585861051-1063","https://ru.inshaker.com/cocktails?random_page=2000","0,10","https://ru.inshaker.com/cocktails/1358-0-10","[{""ingredient"":""Водка Finlandia""},{""ingredient"":""Амаро""},{""ingredient"":""Фернет бранка""},{""ingredient"":""Какао ликер светлый BOLS""},{""ingredient"":""Лимонная цедра""},{""ingredient"":""Лед в кубиках""}]","[{""ingredient amount"":""30""},{""ingredient amount"":""30""},{""ingredient amount"":""5""},{""ingredient amount"":""30""},{""ingredient amount"":""1""},{""ingredient amount"":""120""}]","[{""tool"":""Рокс""},{""tool"":""Джиггер""},{""tool"":""Коктейльная ложка""},{""tool"":""Нож для цедры""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""}]","0,10","[{""recipe-steps"":""Наполни рокс кубиками льда доверху""},{""recipe-steps"":""Налей фернет бранку 5 мл, амаро 30 мл и какао ликер светлый 30 мл""},{""recipe-steps"":""Добавь водку 30 мл и аккуратно размешай коктейльной ложкой""},{""recipe-steps"":""Укрась лимонной цедрой""}]","Вам нравятся шорт дринки? Тогда попробуйте этот крепкий травяной и горький коктейль на основе водки.","background-image: url(""/uploads/cocktail/promo/1358/1542205628-Son_of_man_960%D1%85600.jpg"");"
"1585860976-1027","https://ru.inshaker.com/cocktails?random_page=2000","Ву-ву","https://ru.inshaker.com/cocktails/295-vu-vu","[{""ingredient"":""Водка Finlandia""},{""ingredient"":""Персиковый ликер BOLS""},{""ingredient"":""Клюквенный сок""},{""ingredient"":""Лед в кубиках""}]","[{""ingredient amount"":""15""},{""ingredient amount"":""15""},{""ingredient amount"":""15""},{""ingredient amount"":""200""}]","[{""tool"":""Стопка""},{""tool"":""Шейкер""},{""tool"":""Стрейнер""},{""tool"":""Джиггер""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""}]","Ву-ву","[{""recipe-steps"":""Налей в шейкер клюквенный сок 15 мл, персиковый ликер 15 мл и водку 15 мл""},{""recipe-steps"":""Наполни шейкер кубиками льда и взбей""},{""recipe-steps"":""Перелей через стрейнер в стопку""}]","Вам нравятся шоты? Тогда попробуйте этот крепкий сладкий коктейль на основе водки.","background-image: url(""/uploads/cocktail/promo/295/1542205207-Woo-Woo-_promo.jpg"");"
"1585859784-487","https://ru.inshaker.com/cocktails?random_page=2000","Горячий и острый","https://ru.inshaker.com/cocktails/324-goryachiy-i-ostryy","[{""ingredient"":""Коньяк""},{""ingredient"":""Сахарный сироп""},{""ingredient"":""Медовый сироп""},{""ingredient"":""Лимонный сок""},{""ingredient"":""Вода без газа""},{""ingredient"":""Перец чили""},{""ingredient"":""Гвоздика""},{""ingredient"":""Корень имбиря""}]","[{""ingredient amount"":""40""},{""ingredient amount"":""10""},{""ingredient amount"":""10""},{""ingredient amount"":""15""},{""ingredient amount"":""100""},{""ingredient amount"":""90""},{""ingredient amount"":""2""},{""ingredient amount"":""15""}]","[{""tool"":""Бокал для ирландского кофе""},{""tool"":""Питчер""},{""tool"":""Пресс для цитрусовых""},{""tool"":""Ситечко""},{""tool"":""Коктейльная ложка""},{""tool"":""Джиггер""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""}]","Горячий и острый","[{""recipe-steps"":""Положи в питчер мелко нарезанный перчик чили""},{""recipe-steps"":""Налей сахарный сироп 10 мл и воду без газа 100 мл""},{""recipe-steps"":""Помешивая, доведи до кипения""},{""recipe-steps"":""Дай остыть и повтори операцию 2–3 раза""},{""recipe-steps"":""Налей в питчер лимонный сок 15 мл, сок корня имбиря 5 мл, медовый сироп 10 мл и коньяк 40 мл""},{""recipe-steps"":""Добавь гвоздику 2 шт. и, помешивая, нагрей, не доводя до кипения""},{""recipe-steps"":""Перелей через ситечко в бокал для ирландского кофе""},{""recipe-steps"":""Укрась кружком имбиря, проткнутым чили перцем""}]","Вам нравятся горячие коктейли? Тогда попробуйте этот пряный, сладкий и пикантный коктейль на основе коньяка, алкогольный и слабоалкогольный.","background-image: url(""/uploads/cocktail/promo/324/1542205219-Hot_and_spicy-promo.jpg"");"
"1585860378-753","https://ru.inshaker.com/cocktails?random_page=2000","Пача Сан-Паулу","https://ru.inshaker.com/cocktails/704-pacha-san-paulu","[{""ingredient"":""Темный ром Bacardi""},{""ingredient"":""Кокосовый ликер BOLS""},{""ingredient"":""Гренадин""},{""ingredient"":""Ананасовый сок""},{""ingredient"":""Манго""},{""ingredient"":""Вишня""},{""ingredient"":""Дробленый лед""}]","[{""ingredient amount"":""50""},{""ingredient amount"":""25""},{""ingredient amount"":""25""},{""ingredient amount"":""100""},{""ingredient amount"":""90""},{""ingredient amount"":""10""},{""ingredient amount"":""60""}]","[{""tool"":""Харрикейн""},{""tool"":""Джиггер""},{""tool"":""Совок для льда""},{""tool"":""Трубочки""},{""tool"":""Блендер""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""2""},{""tool-amount"":""1""}]","Пача Сан-Паулу","[{""recipe-steps"":""Положи в блендер манго 3 дольки""},{""recipe-steps"":""Налей ананасовый сок 100 мл, гренадин 25 мл, кокосовый ликер 25 мл и темный ром 50 мл""},{""recipe-steps"":""Добавь в блендер совок дробленого льда и взбей""},{""recipe-steps"":""Перелей в харрикейн""},{""recipe-steps"":""Укрась двумя вишенками""}]","Вам нравятся лонги? Тогда попробуйте этот фруктовый, тропический и сладкий коктейль на основе рома, алкогольный и слабоалкогольный.","background-image: url(""/uploads/cocktail/promo/704/1542205414-Pacha-Sao-Paulo-_promo.jpg"");"
"1585858712-35","https://ru.inshaker.com/cocktails?random_page=2000","Кукарача","https://ru.inshaker.com/cocktails/522-kukaracha","[{""ingredient"":""Серебряная текила""},{""ingredient"":""Ликер драй оранж BOLS""},{""ingredient"":""Ликер манго BOLS""}]","[{""ingredient amount"":""15""},{""ingredient amount"":""15""},{""ingredient amount"":""15""}]","[{""tool"":""Стопка""},{""tool"":""Коктейльная ложка""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""}]","Кукарача","[{""recipe-steps"":""Налей в стопку ликер манго 15 мл""},{""recipe-steps"":""Используя коктейльную ложку, уложи слоями ликер драй оранж 15 мл и серебряную текилу 15 мл""}]","Вам нравятся шоты? Тогда попробуйте этот тропический и сладкий коктейль на основе текилы, алкогольный и крепкий.","background-image: url(""/uploads/cocktail/promo/522/1542205336-Cucaracha-_promo.jpg"");"
"1585859701-462","https://ru.inshaker.com/cocktails?random_page=2000","Реаниматор","https://ru.inshaker.com/cocktails/747-reanimator","[{""ingredient"":""Водка Finlandia""},{""ingredient"":""Сахарный сироп""},{""ingredient"":""Лимонный сок""},{""ingredient"":""Табаско соус красный""}]","[{""ingredient amount"":""30""},{""ingredient amount"":""10""},{""ingredient amount"":""15""},{""ingredient amount"":""2""}]","[{""tool"":""Стопка""},{""tool"":""Пресс для цитрусовых""},{""tool"":""Коктейльная ложка""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""}]","Реаниматор","[{""recipe-steps"":""Налей в стопку сахарный сироп 10 мл""},{""recipe-steps"":""Добавь лимонный сок 15 мл""},{""recipe-steps"":""Используя коктейльную ложку, уложи слоями несколько капель табаско соуса красного и водку 30 мл""}]","Вам нравятся шоты? Тогда попробуйте этот крепкий кислый и пикантный коктейль на основе водки.","background-image: url(""/uploads/cocktail/promo/747/1542205434-Re-Animator-promo.jpg"");"
"1585858961-149","https://ru.inshaker.com/cocktails?random_page=2000","Мисо Кальенте","https://ru.inshaker.com/cocktails/1341-miso-kaliente","[{""ingredient"":""Шотландский виски""},{""ingredient"":""Домашняя водка с чили""},{""ingredient"":""Домашний мисо сироп""},{""ingredient"":""Лимонный сок""},{""ingredient"":""Ламинария""},{""ingredient"":""Лед в кубиках""}]","[{""ingredient amount"":""60""},{""ingredient amount"":""3""},{""ingredient amount"":""30""},{""ingredient amount"":""30""},{""ingredient amount"":""1""},{""ingredient amount"":""200""}]","[{""tool"":""Коктейльный бокал""},{""tool"":""Пресс для цитрусовых""},{""tool"":""Джиггер""},{""tool"":""Шейкер""},{""tool"":""Стрейнер""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""}]","Мисо Кальенте","[{""recipe-steps"":""Налей в шейкер лимонный сок 30 мл и домашний мисо сироп 30 мл""},{""recipe-steps"":""Добавь домашнюю водку с чили 3 дэш и шотландский виски 60 мл""},{""recipe-steps"":""Наполни шейкер кубиками льда и тщательно взбей""},{""recipe-steps"":""Перелей через стрейнер в охлажденный коктейльный бокал""},{""recipe-steps"":""Укрась пластинкой ламинарии""}]","Вам нравятся шорты? Тогда попробуйте этот кислый коктейль на основе виски, алкогольный и крепкий.","background-image: url(""/uploads/cocktail/promo/1341/1542205622-4_960%D1%85600.jpg"");"
"1585859738-473","https://ru.inshaker.com/cocktails?random_page=2000","Космо пэшн ти","https://ru.inshaker.com/cocktails/505-kosmo-peshn-ti","[{""ingredient"":""Цитрусовая водка Finlandia""},{""ingredient"":""Ликер трипл сек BOLS""},{""ingredient"":""Сироп маракуйи""},{""ingredient"":""Яблочный сок""},{""ingredient"":""Клюквенный сок""},{""ingredient"":""Апельсин""},{""ingredient"":""Грейпфрут""},{""ingredient"":""Лайм""},{""ingredient"":""Корица в палочках""}]","[{""ingredient amount"":""50""},{""ingredient amount"":""25""},{""ingredient amount"":""15""},{""ingredient amount"":""100""},{""ingredient amount"":""200""},{""ingredient amount"":""40""},{""ingredient amount"":""60""},{""ingredient amount"":""20""},{""ingredient amount"":""5""}]","[{""tool"":""Заварной чайник""},{""tool"":""Стаканчик для чая""},{""tool"":""Питчер""},{""tool"":""Джиггер""},{""tool"":""Коктейльная ложка""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""}]","Космо пэшн ти","[{""recipe-steps"":""Положи в питчер четвертинку лайма, дольку грейпфрута и дольку апельсина""},{""recipe-steps"":""Добавь палочку корицы""},{""recipe-steps"":""Налей яблочный сок 100 мл, клюквенный сок 200 мл, сироп маракуйи 15 мл, ликер трипл сек 25 мл и цитрусовую водку 50 мл""},{""recipe-steps"":""Помешивая, нагрей, не доводя до кипения""},{""recipe-steps"":""Перелей в чайник""},{""recipe-steps"":""Подавай на подставке со свечкой, чтобы коктейль не остывал""}]","Вам нравятся горячие коктейли на компанию? Тогда попробуйте этот цитрусовый, пряный, тропический и сладкий коктейль на основе водки, алкогольный и слабоалкогольный.","background-image: url(""/uploads/cocktail/promo/505/1542205329-Cosmo-Passion-Tea-_promo.jpg"");"
"1585861248-1157","https://ru.inshaker.com/cocktails?random_page=2000","Мартинез бьянко","https://ru.inshaker.com/cocktails/1443-martinez-byanko","[{""ingredient"":""Лондонский сухой джин""},{""ingredient"":""Белый вермут""},{""ingredient"":""Италикус""},{""ingredient"":""Апельсиновый биттер""},{""ingredient"":""Оливки""},{""ingredient"":""Лед в кубиках""}]","[{""ingredient amount"":""25""},{""ingredient amount"":""50""},{""ingredient amount"":""10""},{""ingredient amount"":""2""},{""ingredient amount"":""3""},{""ingredient amount"":""300""}]","[{""tool"":""Коктейльный бокал""},{""tool"":""Джиггер""},{""tool"":""Стакан для смешивания""},{""tool"":""Коктейльная ложка""},{""tool"":""Стрейнер""},{""tool"":""Коктейльная шпажка""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""}]","Мартинез бьянко","[{""recipe-steps"":""Налей в стакан для смешивания италикус 10 мл и белый вермут 50 мл""},{""recipe-steps"":""Добавь апельсиновый биттер 2 дэш и лондонский сухой джин 25 мл""},{""recipe-steps"":""Наполни стакан кубиками льда доверху и аккуратно размешай коктейльной ложкой""},{""recipe-steps"":""Перелей через стрейнер в коктейльный бокал""},{""recipe-steps"":""Укрась оливкой на шпажке""}]","Вам нравится мартини? Тогда попробуйте Мартинез бьянко. Это травяной и сухой коктейль на основе вермута, алкогольный и крепкий.","background-image: url(""/uploads/cocktail/promo/1443/1542970744-Martinez_Bianco_960%D1%85600.jpg"");"
"1585859912-538","https://ru.inshaker.com/cocktails?random_page=2000","Имбирный виски","https://ru.inshaker.com/cocktails/427-imbirnyy-viski","[{""ingredient"":""Шотландский виски""},{""ingredient"":""Имбирное пиво""},{""ingredient"":""Лимонная цедра""},{""ingredient"":""Лед в кубиках""}]","[{""ingredient amount"":""50""},{""ingredient amount"":""150""},{""ingredient amount"":""1""},{""ingredient amount"":""180""}]","[{""tool"":""Хайбол""},{""tool"":""Коктейльная ложка""},{""tool"":""Нож для цедры""},{""tool"":""Джиггер""},{""tool"":""Трубочки""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""2""}]","Имбирный виски","[{""recipe-steps"":""Наполни хайбол кубиками льда доверху""},{""recipe-steps"":""Налей шотландский виски 50 мл""},{""recipe-steps"":""Долей имбирное пиво доверху и аккуратно размешай коктейльной ложкой""},{""recipe-steps"":""Выжми лимонную цедру и укрась ею коктейль""}]","Вам нравятся простые физзы и лонги? Тогда попробуйте этот слабоалкогольный пряный коктейль на основе виски.","background-image: url(""/uploads/cocktail/promo/427/1542205286-Whiskey-and-Ginger-Ale-_promo.jpg"");"
"1585861060-1067","https://ru.inshaker.com/cocktails?random_page=2000","Красный пес","https://ru.inshaker.com/cocktails/512-krasnyy-pes","[{""ingredient"":""Серебряная текила""},{""ingredient"":""Самбука классическая""},{""ingredient"":""Табаско соус красный""}]","[{""ingredient amount"":""25""},{""ingredient amount"":""20""},{""ingredient amount"":""5""}]","[{""tool"":""Стопка""},{""tool"":""Коктейльная ложка""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""}]","Красный пес","[{""recipe-steps"":""Налей в стопку светлую самбуку 20 мл""},{""recipe-steps"":""Используя коктейльную ложку, уложи слоями табаско соус красный 5 мл и серебряную текилу 25 мл""}]","Вам нравятся шоты? Тогда попробуйте этот пряный и пикантный коктейль на основе текилы, алкогольный и крепкий.","background-image: url(""/uploads/cocktail/promo/512/1542205332-6_Red_dog_3.jpg"");"
"1585860367-748","https://ru.inshaker.com/cocktails?random_page=2000","Имбирная обезьяна","https://ru.inshaker.com/cocktails/1262-imbirnaya-obezyana","[{""ingredient"":""Шотландский виски""},{""ingredient"":""Имбирное пиво""},{""ingredient"":""Апельсиновая цедра""},{""ingredient"":""Лед в кубиках""}]","[{""ingredient amount"":""50""},{""ingredient amount"":""150""},{""ingredient amount"":""1""},{""ingredient amount"":""180""}]","[{""tool"":""Хайбол""},{""tool"":""Джиггер""},{""tool"":""Коктейльная ложка""},{""tool"":""Нож для цедры""},{""tool"":""Трубочки""}]","[{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""1""},{""tool-amount"":""2""}]","Имбирная обезьяна","[{""recipe-steps"":""Наполни хайбол кубиками льда доверху""},{""recipe-steps"":""Налей шотландский виски 50 мл""},{""recipe-steps"":""Долей имбирное пиво доверху и аккуратно размешай коктейльной ложкой""},{""recipe-steps"":""Укрась апельсиновой цедрой""}]","Вам нравятся простые лонги физзы? Тогда попробуйте этот сладкий коктейль на основе виски, алкогольный и слабоалкогольный.","background-image: url(""/uploads/cocktail/promo/1262/1542205595-Ginger_monkey_960_600.jpg"");"
